,GCNNAME,GRBNAME,GRBDATE,GRBMET,RA,DEC,ERR,REDSHIFT,LUMINOSITY_DISTANCE,THETA,ZENITH,ARR,DISTANCE2CLOSEST,IRFS,GBMT05,GBMT90,GBMT95,LLEBBBD_SIG,LLEBBBD_SIG_DETECTED,LLET05,LLET90,LLET95,TL0,TL100,TL1,TL0_L,TL100_ERR,TL1_U,LIKE_BEST_T0,LIKE_BEST_T1,LIKE_BEST_TS_GRB,LIKE_BEST_FLUX,LIKE_BEST_FLUX_ERR,LIKE_BEST_FLUX_ENE,LIKE_BEST_FLUX_ENE_ERR,LIKE_BEST_FLUENCE_ENE,LIKE_BEST_FLUENCE_ENE_ERR,LIKE_BEST_GRBindex,LIKE_BEST_GRBindex_ERR,LIKE_BEST_EISO52_RF,LIKE_BEST_EISO52_RF_ERR,LIKE_LAT_T0,LIKE_LAT_T1,LIKE_LAT_TS_GRB,LIKE_LAT_FLUX,LIKE_LAT_FLUX_ERR,LIKE_LAT_FLUX_ENE,LIKE_LAT_FLUX_ENE_ERR,LIKE_LAT_FLUENCE_ENE,LIKE_LAT_FLUENCE_ENE_ERR,LIKE_LAT_GRBindex,LIKE_LAT_GRBindex_ERR,LIKE_LAT_EISO52_RF,LIKE_LAT_EISO52_RF_ERR,LIKE_GBM_T0,LIKE_GBM_T1,LIKE_GBM_TS_GRB,LIKE_GBM_FLUX,LIKE_GBM_FLUX_ERR,LIKE_GBM_FLUX_ENE,LIKE_GBM_FLUX_ENE_ERR,LIKE_GBM_FLUENCE_ENE,LIKE_GBM_FLUENCE_ENE_ERR,LIKE_GBM_GRBindex,LIKE_GBM_GRBindex_ERR,LIKE_GBM_EISO52_RF,LIKE_GBM_EISO52_RF_ERR,LIKE_EXT_T0,LIKE_EXT_T1,LIKE_EXT_TS_GRB,LIKE_EXT_FLUX,LIKE_EXT_FLUX_ERR,LIKE_EXT_FLUX_ENE,LIKE_EXT_FLUX_ENE_ERR,LIKE_EXT_FLUENCE_ENE,LIKE_EXT_FLUENCE_ENE_ERR,LIKE_EXT_GRBindex,LIKE_EXT_GRBindex_ERR,LIKE_EXT_EISO52_RF,LIKE_EXT_EISO52_RF_ERR,EXTENDED_MAXE,EXTENDED_MAXE_P,EXTENDED_MAXE_T,EXTENDED_MAXE_N,LAT_BPL_CHI2,LAT_BPL_F0,LAT_BPL_F0_ERR,LAT_BPL_IN1,LAT_BPL_IN1_ERR,LAT_BPL_IN2,LAT_BPL_IN2_ERR,LAT_BPL_TB,LAT_BPL_TB_ERR,LAT_SPL_CHI2,LAT_SPL_IN1,LAT_SPL_IN1_ERR,LAT_F0,LAT_F0_ERR,LAT_IN,LAT_IN_ERR,SU_TSINPUT,GBM_assoc_key,T90_ERROR,FLUENCE,FLUENCE_ERROR,LC_END,LC_ENE_FLUX,LC_ENE_FLUX_ERR,LC_FLUENCE,LC_FLUX,LC_FLUX_ERR,LC_INDEX,LC_INDEX_ERR,LC_MEDIAN,LC_START,LC_TS
2,b'080916C',b'080916009',b'2008-09-16 00:12:45',243216766.62,119.89,-56.7,0.07,4.35,1.2517492e+29,49.00034,83.810646,0.0,6.58,b'P8_TRANSIENT020E',1.28,62.977,64.257,46.0,1.0,1.002,45.551,46.553,3.03,1528.75,1531.78,2.98,162.925,1857.58,0.0,100.0,2545.931,0.00064398296,4.1349962e-05,4.549414e-07,6.8397824e-08,4.549414e-05,6.8397826e-06,-2.2100456,0.068958715,192.80283,13.370944,3.03,1531.78,2172.9731,5.1100164e-05,3.0358758e-06,3.6757054e-08,5.1493076e-09,5.6192344e-05,7.872004e-06,-2.2002215,0.062386207,232.60173,14.532019,1.28,64.257,2343.5813,0.00091089966,6.197919e-05,6.3113504e-07,9.9804396e-08,3.974699e-05,6.2853815e-06,-2.220787,0.07362205,172.80162,12.779209,64.257,1531.78,351.8292,1.6044109e-05,1.7822732e-06,1.2563246e-08,2.811479e-09,1.8436853e-05,4.12591e-06,-2.1559412,0.11121698,68.47454,9.283958,27000.0,1.0,40.5,320.0,0.0026661046,-5.5812287,0.30953735,1.6092533,0.21267195,0.35897258,0.28827962,3.0646172,0.25257045,0.0045210035,1.1282136,0.11813996,-1.667882,0.28847244,0.35897258,0.28827962,2200.0,b'GRB080916009',0.81,6.0272e-05,6.9972e-08,"[4.71452000e+00 4.85398900e+00 5.16250100e+00 5.52794600e+00
 5.64931100e+00 5.82953600e+00 5.91154800e+00 6.05878800e+00
 6.18840600e+00 6.46033600e+00 6.95084600e+00 7.61124100e+00
 8.59330900e+00 8.92846900e+00 9.59369000e+00 1.04264700e+01
 1.23366640e+01 1.34730880e+01 1.41701670e+01 1.53388360e+01
 1.68144970e+01 1.78661490e+01 1.98895890e+01 2.10774620e+01
 2.21959590e+01 2.23768680e+01 2.30503490e+01 2.44317310e+01
 2.70187250e+01 2.86741190e+01 3.09837850e+01 3.47117960e+01
 3.67484350e+01 3.98848990e+01 4.21456740e+01 4.37425540e+01
 4.62013040e+01 5.55751040e+01 6.07477240e+01 6.64119150e+01
 6.97390030e+01 7.35800550e+01 9.23887020e+01 9.78234510e+01
 1.26185688e+02 1.48496826e+02 1.74752840e+02 2.05651231e+02
 2.84803587e+02 3.35160265e+02 6.42807312e+02 7.56463328e+02
 1.70735265e+03 2.44098000e+03 1.39479800e+04 2.54679800e+04
 3.39024624e+04 3.69749800e+04 4.53614642e+04 4.84939800e+04
 5.68194884e+04 5.95154643e+04 7.12794641e+04 8.30529800e+04
 9.45679800e+04]","[2.265e-01 2.101e+00 7.848e-01 7.409e-01 1.593e+00 2.881e+00 4.710e+00
 2.955e+00 3.550e+00 2.774e+00 2.098e+00 9.714e-01 4.629e-01 1.103e+00
 7.740e-01 6.202e-01 3.027e-01 4.920e-01 6.628e-01 4.134e-01 5.744e-01
 2.194e-01 2.242e-01 2.226e-01 4.364e-01 5.315e+00 8.072e-01 5.196e-01
 3.570e-01 6.184e-01 2.285e-01 6.542e-02 1.165e-01 1.677e-01 5.340e-01
 5.053e-01 3.340e-01 2.640e-02 1.089e-01 9.390e-02 1.127e-01 1.438e-01
 2.352e-02 1.459e-01 4.043e-02 2.535e-02 4.372e-02 2.387e-02 5.438e-03
 8.287e-03 1.585e-03 2.656e-03 7.152e-04 2.344e-03 2.932e-04 5.388e-04
 2.606e-03 7.624e-04 1.761e-03 7.558e-04 2.992e-03 4.129e-04 3.467e-04
 4.537e-04 5.914e-04]","[1.121e-01 1.172e+00 3.397e-01 3.422e-01 7.359e-01 1.601e+00 2.694e+00
 1.339e+00 2.398e+00 1.639e+00 1.067e+00 6.257e-01 2.472e-01 6.202e-01
 3.426e-01 4.157e-01 1.565e-01 3.273e-01 4.006e-01 2.258e-01 3.341e-01
 9.255e-02 1.148e-01 1.332e-01 2.173e-01 2.894e+00 4.982e-01 2.769e-01
 1.980e-01 3.269e-01 1.329e-01 5.263e-02 5.362e-02 9.378e-02 2.604e-01
 2.929e-01 1.972e-01 1.173e-02 6.174e-02 5.814e-02 7.471e-02 8.992e-02
 1.268e-02 8.653e-02 1.829e-02 1.349e-02 2.067e-02 1.460e-02 2.393e-03
 5.670e-03 8.878e-04 1.164e-03 4.073e-04 0.000e+00 1.215e-04 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00]","[0.001724  0.001528  0.001593  0.001551  0.001366  0.001641  0.001447
 0.00229   0.001137  0.001291  0.001703  0.001075  0.001681  0.001452
 0.002382  0.001117  0.001883  0.001095  0.001403  0.001656  0.0009914
 0.001632  0.001852  0.001379  0.002217  0.001215  0.001366  0.001822
 0.001222  0.0009106 0.001638  0.00106   0.001495  0.001631  0.001114
 0.001273  0.0009894 0.001559  0.001613  0.001356  0.001167  0.001358
 0.001731  0.001201  0.002249  0.001712  0.001831  0.0009657 0.002064
 0.001076  0.001379  0.002132  0.00195   0.002487  0.006977  0.00229
 0.001984  0.003374  0.001191  0.00341   0.001759  0.001602  0.001678
 0.002362  0.003053 ]","[9.961e-04 1.096e-02 5.163e-03 4.243e-03 1.126e-02 9.104e-03 1.765e-02
 1.556e-02 8.769e-03 4.747e-03 3.471e-03 1.628e-03 1.712e-03 4.333e-03
 3.581e-03 1.341e-03 9.859e-04 9.636e-04 2.012e-03 1.417e-03 6.718e-04
 1.552e-03 9.153e-04 1.161e-03 1.982e-03 6.714e-03 2.028e-03 1.319e-03
 4.722e-04 5.501e-04 7.092e-04 2.842e-04 7.341e-04 5.200e-04 4.928e-04
 7.969e-04 4.024e-04 1.663e-04 3.118e-04 2.394e-04 3.507e-04 3.535e-04
 9.204e-05 2.211e-04 7.931e-05 7.674e-05 6.974e-05 3.125e-05 2.607e-05
 2.136e-05 4.481e-06 1.876e-05 2.051e-06 3.390e-06 2.349e-06 7.792e-07
 3.768e-06 1.103e-06 2.547e-06 1.093e-06 4.327e-06 5.971e-07 5.014e-07
 6.561e-07 8.553e-07]","[3.808e-04 4.513e-03 2.124e-03 1.747e-03 5.059e-03 3.488e-03 7.287e-03
 5.233e-03 4.007e-03 1.985e-03 1.261e-03 7.454e-04 6.571e-04 1.791e-03
 1.177e-03 6.113e-04 3.540e-04 4.417e-04 8.327e-04 5.448e-04 3.128e-04
 6.367e-04 3.462e-04 5.102e-04 6.700e-04 2.837e-03 8.434e-04 4.750e-04
 2.001e-04 2.625e-04 2.795e-04 1.606e-04 3.163e-04 2.005e-04 2.126e-04
 3.335e-04 1.885e-04 6.910e-05 1.204e-04 1.001e-04 1.602e-04 1.486e-04
 3.800e-05 9.958e-05 2.473e-05 2.996e-05 2.465e-05 1.495e-05 1.032e-05
 1.300e-05 2.548e-06 7.462e-06 1.236e-06 0.000e+00 9.718e-07 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00]","[-2.7392 -3.0722 -3.9168 -3.3315 -4.4006 -2.3267 -2.5148 -3.0951 -2.107
 -1.8397 -1.8172 -1.8257 -2.4989 -2.5754 -2.8254 -2.004  -2.3574 -1.9325
 -2.2876 -2.4119 -1.5964 -4.4062 -2.6278 -3.0724 -2.7934 -1.6443 -2.1208
 -2.1294 -1.6729 -1.428  -2.309  -2.7202 -3.6995 -2.3084 -1.4506 -1.7855
 -1.6147 -3.6969 -2.2334 -2.1329 -2.312  -2.1033 -2.5701 -1.7594 -1.9336
 -2.2849 -1.793  -1.6665 -2.892  -2.142  -2.2218 -4.3949 -2.2343 -2.
 -5.9996 -2.     -2.     -2.     -2.     -2.     -2.     -2.     -2.
 -2.     -2.    ]","[0.6046 0.7748 1.0903 0.8711 1.3908 0.4678 0.5717 0.6397 0.4723 0.3452
 0.2937 0.3737 0.5266 0.5939 0.5862 0.4341 0.4474 0.4101 0.4915 0.4969
 0.3077 1.2735 0.5593 0.9365 0.551  0.2921 0.4357 0.3797 0.3002 0.2712
 0.4762 0.8445 0.981  0.4641 0.2503 0.3294 0.3138 1.0145 0.4397 0.4406
 0.551  0.4327 0.5727 0.3344 0.2787 0.4477 0.2756 0.3274 0.6182 0.5504
 0.5376 1.197  0.5354 0.     0.0734 0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.    ]","[3.96803600e+00 4.79640600e+00 4.98208400e+00 5.35815300e+00
 5.61645400e+00 5.76244100e+00 5.86762300e+00 6.00426400e+00
 6.12338300e+00 6.40101400e+00 6.67129300e+00 7.22028300e+00
 8.08415300e+00 8.75601900e+00 9.33644600e+00 9.97281800e+00
 1.07775570e+01 1.27612180e+01 1.39897270e+01 1.45921410e+01
 1.65745640e+01 1.76777130e+01 1.94970000e+01 2.08389080e+01
 2.20800600e+01 2.23140920e+01 2.26545440e+01 2.38962130e+01
 2.54206390e+01 2.76052260e+01 3.00944660e+01 3.35076390e+01
 3.58180970e+01 3.77227410e+01 4.14657860e+01 4.35096520e+01
 4.52080160e+01 5.15308120e+01 5.92435260e+01 6.55289380e+01
 6.77621920e+01 7.09570420e+01 8.32716250e+01 9.53991040e+01
 1.11977050e+02 1.36399011e+02 1.61090455e+02 1.90167251e+02
 2.61231819e+02 2.94699055e+02 4.33708993e+02 7.08468438e+02
 1.16042569e+03 2.09290456e+03 1.25698636e+04 2.42001847e+04
 3.36473048e+04 3.53186826e+04 4.51777347e+04 4.68999307e+04
 5.65533258e+04 5.81410224e+04 6.98064455e+04 8.13078126e+04
 9.29150849e+04]","[2.98364700e+00 4.71452000e+00 4.85398900e+00 5.16250100e+00
 5.52794600e+00 5.64931100e+00 5.82953600e+00 5.91154800e+00
 6.05878800e+00 6.18840600e+00 6.46033600e+00 6.95084600e+00
 7.61124100e+00 8.59330900e+00 8.92846900e+00 9.59369000e+00
 1.04264700e+01 1.23366640e+01 1.34730880e+01 1.41701670e+01
 1.53388360e+01 1.68144970e+01 1.78661490e+01 1.98895890e+01
 2.10774620e+01 2.21959590e+01 2.23768680e+01 2.30503490e+01
 2.44317310e+01 2.70187250e+01 2.86741190e+01 3.09837850e+01
 3.47117960e+01 3.67484350e+01 3.98848990e+01 4.21456740e+01
 4.37425540e+01 4.62013040e+01 5.55751040e+01 6.07477240e+01
 6.64119150e+01 6.97390030e+01 7.35800550e+01 9.23887020e+01
 9.78234510e+01 1.26185688e+02 1.48496826e+02 1.74752840e+02
 2.05651231e+02 2.84803587e+02 3.35160265e+02 6.42807312e+02
 7.56463328e+02 1.70735265e+03 1.09783711e+04 2.25283702e+04
 3.33759800e+04 3.39153654e+04 4.48939800e+04 4.53743720e+04
 5.64129800e+04 5.68323706e+04 6.79329800e+04 7.94529800e+04
 9.09983682e+04]","[ 9.48526480e+01  9.97607040e+01  8.83398060e+01  8.11108630e+01
  7.96625990e+01  9.36412260e+01  1.02727282e+02  1.34950214e+02
  8.07793720e+01  8.63256340e+01  1.22978338e+02  6.80685060e+01
  7.73640520e+01  8.69057480e+01  1.06054718e+02  7.30342190e+01
  1.05978961e+02  5.55240440e+01  8.84237660e+01  7.96018620e+01
  7.92649370e+01  8.04933590e+01  5.81868250e+01  5.19706590e+01
  9.86591030e+01  1.00274752e+02  7.38436370e+01  1.04536109e+02
  7.26969080e+01  8.66505300e+01  5.91443880e+01  1.09131940e+01
  3.87230560e+01  7.79876040e+01  1.08867743e+02  9.45790510e+01
  7.28710300e+01  5.03949770e+01  6.63477510e+01  6.09765080e+01
  4.50247430e+01  5.16381540e+01  3.72098900e+01  5.61323780e+01
  9.41700550e+01  5.42105220e+01  6.93519390e+01  2.85568480e+01
  2.43096990e+01  1.12000120e+01  1.97801890e+01  2.08993260e+01
  1.35148220e+01  3.72671600e+00  1.11070070e+01  1.73968000e-01
  7.83959000e-01  2.35345500e+00 -0.00000000e+00  6.88926000e-01
  9.91730000e-02 -1.00000000e-06 -2.00000000e-06  1.94929500e+00
 -3.00000000e-05]"
10,b'90102.0',b'090102122',b'2009-01-02 02:55:30',252557732.85,127.56,33.46,0.65,1.547,3.5679833e+28,85.47236,78.66576,0.0,2.7,b'P8_TRANSIENT010E',1.536,26.624,28.16,0.0,0.0,0.0,0.0,0.0,3915.89,488.91,4404.8,3426.98,309.495,4534.88,0.0,4000.0,13.950867,5.200828e-06,0.0,5.761734e-09,0.0,2.3046938e-05,0.0,-2.9711068,0.823794,3.8234053,0.0,3915.89,4404.8,4.4689837,3.0699932e-06,0.0,3.40109e-09,0.0,1.662827e-06,0.0,-3.272869,1.3405263,0.27585712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.16,4404.8,13.065883,2.7890023e-06,0.0,3.0897946e-09,0.0,1.3522918e-05,0.0,-2.9122138,0.7988859,2.2434044,0.0,580.0,0.99,3915.89,2.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,b'GRB090102122',0.81,2.7909e-05,6.1005e-08,"[ 4534.878508  6043.75     11772.75     17501.75     22754.234436
 28629.234733 34519.235873 40410.234371 46179.75     51896.75
 57634.75     63369.75     69128.75     74847.75     80582.75
 86311.75     92070.75     97799.75    ]","[0.0003042 0.0007215 0.0008385 0.0004206 0.0009015 0.000546  0.0007765
 0.0006387 0.0009832 0.0006766 0.0006713 0.0004857 0.0005067 0.0005105
 0.0007199 0.0004873 0.0005584 0.0005846]","[0.0002035 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.       ]","[0.001521 0.001574 0.003729 0.001879 0.003407 0.00217  0.002837 0.00255
 0.002664 0.002994 0.003    0.00217  0.002198 0.001949 0.003217 0.002178
 0.002495 0.002613]","[1.207e-06 1.043e-06 1.213e-06 6.082e-07 1.304e-06 7.896e-07 1.123e-06
 9.237e-07 1.422e-06 9.785e-07 9.709e-07 7.024e-07 7.328e-07 7.383e-07
 1.041e-06 7.048e-07 8.075e-07 8.455e-07]","[8.082e-07 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00]","[-2.5887 -2.     -2.     -2.     -2.     -2.     -2.     -2.     -2.
 -2.     -2.     -2.     -2.     -2.     -2.     -2.     -2.     -2.    ]","[0.7638 0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.    ]","[ 4023.916287  5106.893587 10144.203489 15879.380804 21722.064282
 27593.882266 33443.087015 39004.651132 45098.626562 50958.332027
 55617.62187  61832.128726 67844.472444 73262.404933 78681.843788
 84522.077195 90467.797961 96225.196063]","[ 3274.549163  4534.878508  8697.490026 14411.75     20140.75
 25880.75     31992.671378 37649.358068 44306.214576 48836.75
 54544.75     60279.75     66129.075166 72208.090184 77492.75
 83221.75     88980.75     94709.75    ]","[ 1.2110864e+01 -0.0000000e+00  3.6829910e+00 -0.0000000e+00
  1.6325570e+00 -5.0000000e-06 -2.0000000e-06  3.8243740e+00
  1.9978300e-01  9.7223000e-02 -6.0000000e-06 -6.1000000e-05
 -8.0000000e-06 -0.0000000e+00 -1.4260000e-03  3.8254000e-01
 -0.0000000e+00  2.5629140e+00]"
15,b'90323.0',b'090323002',b'2009-03-23 00:02:42',259459364.63,190.75,17.07,0.09,3.57,9.893741e+28,56.498035,66.159836,1.0,3.9,b'P8_TRANSIENT010E',8.704,133.89,142.594,18.0,1.0,7.237,86.177,93.414,9.29,5312.33,5321.62,7.92,8.225,5336.7,0.0,4000.0,392.4396,2.82807e-05,3.932641e-06,1.5896319e-08,3.788489e-09,6.358528e-05,1.5153956e-05,-2.3505874,0.15876076,256.28687,46.330532,9.29,5321.62,206.17845,1.04984765e-05,1.4968206e-06,6.4668617e-09,1.6110749e-09,3.4354103e-05,8.558562e-06,-2.2902641,0.15401971,122.45701,21.828661,8.704,142.594,88.77997,6.2035484e-05,1.6082155e-05,1.9392953e-08,5.545611e-09,2.5965226e-06,7.4250187e-07,-3.047098,0.4277409,34.048656,19.936321,142.594,5321.62,169.39177,8.074782e-06,1.3471669e-06,6.336543e-09,2.0246367e-09,3.281712e-05,1.0485646e-05,-2.1548564,0.16297925,86.75484,16.588614,7400.0,1.0,195.42,59.0,0.0017621149,-4.5255327,0.42744926,0.58402044,2.4483862,1.1217026,0.16959956,2.3586411,0.4273925,0.0014048736,1.0938729,0.13402319,-1.962123,0.36534846,1.0938729,0.13402319,230.0,b'GRB090323002',0.572,0.00010833,4.1606e-08,"[8.09124080e+01 1.14342535e+02 1.55218282e+02 2.16489028e+02
 2.35976204e+02 2.77738540e+02 3.21896209e+02 3.79838177e+02
 4.69350252e+02 5.33669923e+03 6.20397000e+03 9.27645852e+03
 1.19389700e+04 1.53474570e+04 1.76699700e+04 2.14144555e+04
 2.34179700e+04 2.77264623e+04 2.91489700e+04 3.34554592e+04
 3.48779700e+04 3.91844564e+04 4.06069700e+04 4.49134564e+04
 4.63659700e+04 5.06434554e+04 5.78269700e+04 6.35489700e+04
 6.92849700e+04 7.50219700e+04 8.07779700e+04 8.64909700e+04
 9.22279700e+04 9.79609700e+04]","[0.01088   0.02212   0.009232  0.01713   0.02865   0.01231   0.004265
 0.008686  0.001926  0.0005652 0.001055  0.002995  0.0006796 0.0006268
 0.0008958 0.001841  0.0007565 0.001819  0.002289  0.0006331 0.0008081
 0.001611  0.003292  0.0005295 0.0007208 0.001681  0.0003303 0.001209
 0.0003871 0.0009912 0.0003302 0.001822  0.001284  0.002673 ]","[0.005288  0.009319  0.003356  0.00815   0.01616   0.00691   0.002468
 0.004882  0.0009125 0.0004072 0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.       ]","[0.003073  0.004387  0.002784  0.001166  0.001128  0.001116  0.000863
 0.001085  0.001194  0.0005476 0.001324  0.001353  0.001297  0.0005879
 0.001515  0.002611  0.001641  0.004073  0.004668  0.001339  0.001647
 0.003576  0.00671   0.001184  0.001501  0.003689  0.001419  0.003829
 0.001478  0.003354  0.001003  0.004821  0.002952  0.005217 ]","[4.211e-05 1.312e-04 6.810e-05 1.903e-05 5.789e-05 2.673e-05 1.954e-05
 1.872e-05 1.333e-05 7.909e-07 1.526e-06 4.331e-06 9.828e-07 9.065e-07
 1.295e-06 2.663e-06 1.094e-06 2.630e-06 3.311e-06 9.156e-07 1.169e-06
 2.329e-06 4.760e-06 7.658e-07 1.042e-06 2.431e-06 4.777e-07 1.748e-06
 5.598e-07 1.434e-06 4.775e-07 2.635e-06 1.857e-06 3.866e-06]","[1.663e-05 4.474e-05 2.458e-05 8.628e-06 2.285e-05 1.037e-05 8.917e-06
 7.373e-06 5.839e-06 7.099e-07 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]","[-2.5561 -3.4514 -4.7998 -1.5647 -1.9547 -2.0072 -2.8084 -2.0018 -4.2436
 -1.7087 -2.     -2.     -2.     -2.     -2.     -2.     -2.     -2.
 -2.     -2.     -2.     -2.     -2.     -2.     -2.     -2.     -2.
 -2.     -2.     -2.     -2.     -2.     -2.     -2.    ]","[0.5159 0.7383 1.218  0.2671 0.3536 0.3625 0.7375 0.3627 1.2414 0.5245
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.    ]","[6.86166940e+01 9.25794270e+01 1.42463458e+02 1.74128574e+02
 2.28371135e+02 2.56489418e+02 2.92613933e+02 3.48238062e+02
 4.37196556e+02 5.04714483e+03 5.90211313e+03 9.14131274e+03
 1.11788416e+04 1.50092466e+04 1.71436044e+04 2.11739714e+04
 2.25542954e+04 2.75201315e+04 2.79676712e+04 3.31108735e+04
 3.40373475e+04 3.87704135e+04 3.96871672e+04 4.44676442e+04
 4.54271989e+04 5.03029473e+04 5.67633806e+04 6.19537803e+04
 6.77991584e+04 7.35456228e+04 7.98170586e+04 8.52698095e+04
 9.14320655e+04 9.68864490e+04]","[7.92482900e+00 8.09124080e+01 1.14342535e+02 1.55218282e+02
 2.16489028e+02 2.35976204e+02 2.77738540e+02 3.21896209e+02
 3.79838177e+02 4.64430455e+03 5.33669923e+03 8.96397000e+03
 1.06193041e+04 1.46989700e+04 1.65003007e+04 2.04339700e+04
 2.19183023e+04 2.61779700e+04 2.77393006e+04 3.19926714e+04
 3.34683008e+04 3.76493581e+04 3.91973028e+04 4.33669700e+04
 4.49263051e+04 4.91259700e+04 5.48569700e+04 6.13590727e+04
 6.66453077e+04 7.26823043e+04 7.86783023e+04 8.46613011e+04
 9.06383040e+04 9.66113008e+04]","[ 5.4481823e+01  6.4511330e+01  5.8674340e+01  6.3401417e+01
  5.7986093e+01  7.3656699e+01  2.2121087e+01  3.7018402e+01
  1.7272360e+01  1.4764809e+01  6.8622590e+00  7.7774470e+00
  8.7843230e+00 -8.0000000e-06  5.9759580e+00  4.3198920e+00
  2.1155410e+00 -0.0000000e+00 -1.0000000e-06  4.3166000e-02
  2.2804500e-01 -0.0000000e+00  1.9504760e+00 -0.0000000e+00
 -8.0000000e-06 -4.0000000e-06 -4.0000000e-06  2.0901990e+00
  5.5075000e-02 -7.0000000e-06 -0.0000000e+00  2.1452700e-01
  5.7123880e+00 -6.0000000e-06]"
